year,population,gdp,cement_co2_per_capita,co2,co2_growth_abs,co2_including_luc_growth_abs,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2_per_capita,energy_per_capita,flaring_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2_per_capita,methane_per_capita,nitrous_oxide_per_capita,oil_co2_per_capita,primary_energy_consumption,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf
1990,620507.0,3852049152.0,0.0,1.961,-0.021,-0.222,2.546,0.41,-0.061,3.16,0.509,0.134,2.283,24270.525,0.006,3.815,5.084,-0.614,1.805,0.346,0.871,15.352,0.0,0.0,0.0,3.154,2.367
1991,623563.0,3585538560.0,0.0,1.387,-0.574,-2.071,-0.787,-0.137,-0.061,2.224,0.387,0.134,1.442,24270.525,0.004,2.812,2.739,-3.012,1.705,0.285,0.778,15.352,0.0,0.0,0.0,1.708,1.754
1992,626030.0,2862750464.0,0.0,1.483,0.096,0.323,-0.269,-0.059,-0.061,2.369,0.518,0.134,1.888,24270.525,0.0,2.971,2.866,-2.638,1.523,0.25,0.481,15.352,0.0,0.0,0.0,1.794,1.86
1993,628107.0,1856251008.0,0.0,1.294,-0.19,-0.34,-0.809,-0.274,-0.061,2.06,0.697,0.134,1.709,24270.525,0.0,2.575,2.156,-2.869,1.445,0.224,0.351,15.352,0.0,0.0,0.0,1.354,1.617
1994,629890.0,1915098624.0,0.0,1.257,-0.037,0.613,0.166,0.055,-0.061,1.995,0.656,0.134,1.677,24270.525,0.0,2.49,2.756,-1.829,1.383,0.227,0.318,15.352,0.0,0.0,0.0,1.736,1.568
1995,631386.0,2226638592.0,0.0,1.327,0.071,-0.308,-0.322,-0.091,-0.061,2.102,0.596,0.134,1.764,24270.525,0.0,2.669,2.483,-2.425,1.489,0.265,0.338,15.352,0.0,0.0,0.0,1.568,1.685
1996,632625.0,2909671936.0,0.0,1.553,0.226,0.406,0.32,0.07,-0.061,2.455,0.534,0.134,1.77,24270.525,0.0,3.138,3.121,-2.135,1.551,0.319,0.685,15.352,0.0,0.0,0.0,1.974,1.985
1997,633538.0,3194862336.0,0.0,1.67,0.117,-0.004,0.313,0.062,-0.061,2.636,0.523,0.134,1.725,24270.525,0.0,3.327,3.294,-2.322,1.541,0.329,0.911,15.352,0.0,0.0,0.0,2.087,2.108
1998,634099.0,3442988032.0,0.0,1.758,0.088,-0.671,-0.745,-0.137,-0.061,2.772,0.51,0.134,1.965,24270.525,0.0,3.468,2.809,-3.517,1.547,0.3,0.807,15.352,0.0,0.0,0.0,1.781,2.199
1999,634280.0,3205303552.0,0.0,1.212,-0.546,-0.455,-1.462,-0.289,-0.061,1.911,0.378,0.134,1.512,24270.525,0.0,2.518,1.85,-3.372,1.402,0.271,0.398,15.352,0.0,0.0,0.0,1.174,1.597
2000,634198.0,3766655744.0,0.0,1.521,0.309,0.571,-0.561,-0.094,-0.061,2.398,0.404,0.134,1.939,24270.525,0.0,3.097,2.424,-2.959,1.36,0.267,0.459,15.352,0.0,0.0,0.0,1.537,1.964
2001,634000.0,4003584768.0,0.0,1.667,0.146,-0.038,-0.622,-0.098,-0.061,2.63,0.416,0.134,1.867,24270.525,0.0,3.407,2.298,-3.252,1.38,0.294,0.762,15.352,0.0,0.0,0.0,1.457,2.16
2002,633767.0,4290322944.0,0.0,1.766,0.099,0.275,-0.188,-0.028,-0.061,2.787,0.412,0.134,1.927,24270.525,0.0,3.494,2.534,-2.975,1.301,0.279,0.86,15.352,0.0,0.0,0.0,1.606,2.214
2003,633561.0,4622735872.0,0.0,1.889,0.123,0.797,1.07,0.147,-0.061,2.982,0.409,0.134,2.034,24270.525,0.0,3.643,3.406,-1.912,1.247,0.27,0.947,15.352,0.0,0.0,0.0,2.158,2.308
2004,633755.0,5084312064.0,0.0,2.041,0.152,0.147,1.301,0.162,-0.061,3.221,0.401,0.134,2.122,24270.525,0.0,3.865,3.655,-1.92,1.217,0.314,1.099,15.352,0.0,0.0,0.0,2.316,2.449
2005,634057.0,5587145216.0,0.0,1.751,-0.29,-2.618,-2.829,-0.321,-0.061,2.761,0.313,0.134,1.567,24270.525,0.0,3.373,1.311,-5.591,1.112,0.295,1.194,15.352,0.0,0.0,0.0,0.831,2.138
2006,633877.0,6395709952.0,0.0,2.063,0.312,0.864,-1.467,-0.145,-0.061,3.254,0.323,0.134,1.983,24270.525,0.0,3.834,2.513,-4.722,1.147,0.315,1.272,15.352,0.0,0.0,0.0,1.593,2.43
2007,633388.0,7462960128.0,0.0,2.056,-0.007,0.397,-0.841,-0.071,-0.039,3.245,0.275,0.149,1.617,21851.393,0.0,3.925,2.577,-4.086,1.196,0.335,1.628,13.809,0.0,0.0,0.0,1.632,2.486
2008,632854.0,8414771200.0,0.0,2.605,0.55,0.201,-0.525,-0.039,-0.021,4.116,0.31,0.167,2.389,24712.115,0.0,4.779,3.272,-4.641,1.169,0.299,1.728,15.605,0.0,0.0,0.0,2.07,3.024
2009,632445.0,8371377664.0,0.0,1.682,-0.923,-1.17,-2.374,-0.179,-0.112,2.659,0.201,0.125,1.292,21325.205,0.0,3.293,1.382,-5.034,1.121,0.286,1.367,13.46,0.0,0.0,0.0,0.874,2.083
2010,632090.0,9033098240.0,0.0,2.422,0.74,0.881,-0.982,-0.069,-0.037,3.832,0.268,0.144,2.568,26631.988,0.0,4.511,2.718,-4.814,1.138,0.286,1.264,16.806,0.0,0.0,0.0,1.718,2.851
2011,632691.0,9801452544.0,0.0,2.407,-0.015,0.214,-0.643,-0.042,-0.029,3.805,0.246,0.174,2.651,21941.479,0.0,4.497,2.929,-4.448,1.092,0.276,1.154,13.863,0.0,0.0,0.0,1.853,2.845
2012,633549.0,9593079808.0,0.0,2.213,-0.194,-0.903,-2.067,-0.137,-0.097,3.493,0.231,0.164,2.377,21276.305,0.0,4.154,1.971,-5.56,1.084,0.284,1.116,13.469,0.0,0.0,0.0,1.249,2.631
2013,633203.0,9985414144.0,0.0,2.151,-0.062,0.238,-1.692,-0.107,-0.074,3.397,0.215,0.148,2.293,22880.111,0.0,4.065,2.105,-5.089,1.081,0.278,1.103,14.505,0.0,0.0,0.0,1.333,2.574
2014,631376.0,10205667328.0,0.0,2.107,-0.044,-0.206,-2.024,-0.125,-0.099,3.337,0.206,0.163,2.246,20434.42,0.0,3.99,1.612,-5.361,1.084,0.276,1.091,12.962,0.0,0.0,0.0,1.018,2.519
2015,628147.0,10689585152.0,0.0,2.239,0.132,0.121,-1.842,-0.108,-0.087,3.564,0.209,0.168,2.38,21034.895,0.0,4.281,1.952,-5.406,1.153,0.295,1.184,13.335,0.0,0.0,0.0,1.226,2.689
2016,624247.0,10988664832.0,0.0,2.015,-0.224,-0.298,-2.33,-0.132,-0.109,3.228,0.183,0.151,1.896,21028.148,0.0,3.979,1.456,-5.558,1.169,0.299,1.332,13.316,0.0,0.0,0.0,0.909,2.484
2017,620115.0,11487747072.0,0.0,2.103,0.088,0.289,-1.879,-0.101,-0.094,3.392,0.183,0.169,1.938,19660.412,0.0,4.176,1.686,-5.271,1.193,0.309,1.454,12.434,0.0,0.0,0.0,1.046,2.59
2018,615799.0,12049854464.0,0.0,2.4,0.297,1.213,0.078,0.004,0.003,3.897,0.199,0.174,2.309,21852.676,0.0,4.687,3.147,-3.82,1.177,0.3,1.589,13.799,0.0,0.0,0.0,1.938,2.886
2019,611673.0,12539436032.0,0.0,2.477,0.077,-0.016,0.051,0.003,0.002,4.049,0.198,0.192,2.378,20460.551,0.0,4.868,3.221,-3.998,1.19,0.298,1.671,12.898,0.0,0.0,0.0,1.97,2.978
2020,607936.0,10620037120.0,0.0,2.407,-0.07,0.037,0.112,0.006,0.006,3.96,0.227,0.213,2.489,17942.342,0.0,4.738,3.083,-3.848,1.143,0.284,1.471,11.287,0.0,0.0,0.0,1.874,2.88
2021,603854.0,12005261312.0,0.0,2.411,0.004,-0.164,-0.159,-0.008,-0.008,3.993,0.201,0.203,2.197,18940.291,0.0,4.757,2.736,-4.152,1.12,0.286,1.796,11.892,0.0,0.0,0.0,1.652,2.872
2022,614650.0,12774400000.0,0.0,2.391,-0.02,0.043,-0.086,-0.004,-0.008,3.889,0.187,0.203,2.103,18940.291,0.0,4.637,2.57,-3.976,1.091,0.286,1.786,11.892,0.0,0.0,0.0,1.58,2.85
2023,633557.0,12774400000.0,0.0,2.328,-0.062,0.049,-0.006,-0.004,-0.008,3.675,0.187,0.203,1.926,18940.291,0.0,4.383,2.435,-3.681,1.027,0.267,1.75,11.892,0.0,0.0,0.0,1.543,2.777
1950,12964.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1951,12868.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1952,12773.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1953,12675.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1954,12581.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1955,12505.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1956,12412.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1957,12325.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1958,12230.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1959,12135.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1960,12057.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1961,11984.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1962,11911.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.308,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.308,0.062,0.0,0.0,0.0,24.43,4.794
1963,11825.0,21667307520.0,0.0,0.004,0.0,8.881,2.038,0.84,1.75,0.31,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.31,0.062,0.0,0.0,0.0,24.43,4.794
1964,11751.0,21667307520.0,0.0,0.007,0.004,8.881,2.038,0.84,1.75,0.624,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.624,0.062,0.0,0.0,0.0,24.43,4.794
1965,11667.0,21667307520.0,0.0,0.004,-0.004,8.881,2.038,0.84,1.75,0.314,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.314,0.062,0.0,0.0,0.0,24.43,4.794
1966,11600.0,21667307520.0,0.0,0.007,0.004,8.881,2.038,0.84,1.75,0.632,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.632,0.062,0.0,0.0,0.0,24.43,4.794
1967,11526.0,21667307520.0,0.0,0.007,0.0,8.881,2.038,0.84,1.75,0.636,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.636,0.062,0.0,0.0,0.0,24.43,4.794
1968,11464.0,21667307520.0,0.0,0.007,0.0,8.881,2.038,0.84,1.75,0.639,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.639,0.062,0.0,0.0,0.0,24.43,4.794
1969,11399.0,21667307520.0,0.0,0.007,0.0,8.881,2.038,0.84,1.75,0.643,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.643,0.062,0.0,0.0,0.0,24.43,4.794
1970,11358.0,21667307520.0,0.0,0.015,0.007,8.881,2.038,0.84,1.75,1.29,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,1.29,0.062,0.0,0.0,0.0,24.43,4.794
1971,11361.0,21667307520.0,0.0,0.015,0.0,8.881,2.038,0.84,1.75,1.29,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,1.29,0.062,0.0,0.0,0.0,24.43,4.794
1972,11372.0,21667307520.0,0.0,0.015,0.0,8.881,2.038,0.84,1.75,1.289,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,1.289,0.062,0.0,0.0,0.0,24.43,4.794
1973,11388.0,21667307520.0,0.0,0.015,0.0,8.881,2.038,0.84,1.75,1.287,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,1.287,0.062,0.0,0.0,0.0,24.43,4.794
1974,11408.0,21667307520.0,0.0,0.015,0.0,8.881,2.038,0.84,1.75,1.285,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,1.285,0.062,0.0,0.0,0.0,24.43,4.794
1975,11434.0,21667307520.0,0.0,0.011,-0.004,8.881,2.038,0.84,1.75,0.961,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.961,0.062,0.0,0.0,0.0,24.43,4.794
1976,11441.0,21667307520.0,0.0,0.011,0.0,8.881,2.038,0.84,1.75,0.961,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,0.961,0.062,0.0,0.0,0.0,24.43,4.794
1977,11458.0,21667307520.0,0.0,0.026,0.015,8.881,2.038,0.84,1.75,2.238,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,2.238,0.062,0.0,0.0,0.0,24.43,4.794
1978,11457.0,21667307520.0,0.0,0.026,0.0,8.881,2.038,0.84,1.75,2.239,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,2.239,0.062,0.0,0.0,0.0,24.43,4.794
1979,11437.0,21667307520.0,0.0,0.026,0.0,8.881,2.038,0.84,1.75,2.243,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,2.243,0.062,0.0,0.0,0.0,24.43,4.794
1980,11363.0,21667307520.0,0.0,0.015,-0.011,8.881,2.038,0.84,1.75,1.29,0.118,0.235,0.093,5446.417,0.0,0.537,2.734,1.752,0.731,0.536,1.29,0.062,0.0,0.0,0.0,24.43,4.794
1981,11274.0,21667307520.0,0.0,0.018,0.004,8.881,2.038,0.84,1.75,1.625,0.118,0.294,0.093,5469.678,0.0,0.537,2.734,1.752,0.731,0.536,1.625,0.062,0.0,0.0,0.0,24.43,4.794
1982,11200.0,21667307520.0,0.0,0.018,0.0,8.881,2.038,0.84,1.75,1.636,0.118,0.294,0.093,5503.981,0.0,0.537,2.734,1.752,0.731,0.536,1.636,0.062,0.0,0.0,0.0,24.43,4.794
1983,11146.0,21667307520.0,0.0,0.022,0.004,8.881,2.038,0.84,1.75,1.972,0.118,0.353,0.093,5535.274,0.0,0.537,2.734,1.752,0.731,0.536,1.972,0.062,0.0,0.0,0.0,24.43,4.794
1984,11078.0,21667307520.0,0.0,0.022,0.0,8.881,2.038,0.84,1.75,1.984,0.118,0.352,0.093,5582.674,0.0,0.537,2.734,1.752,0.731,0.536,1.984,0.062,0.0,0.0,0.0,24.43,4.794
1985,11018.0,21667307520.0,0.0,0.026,0.004,8.881,2.038,0.84,1.75,2.328,0.118,0.206,0.093,11193.852,0.0,0.537,2.734,1.752,0.731,0.536,2.328,0.125,0.0,0.0,0.0,24.43,4.794
1986,10967.0,21667307520.0,0.0,0.029,0.004,8.881,2.038,0.84,1.75,2.673,0.118,0.575,0.093,4589.917,0.0,0.537,2.734,1.752,0.731,0.536,2.673,0.051,0.0,0.0,0.0,24.43,4.794
1987,10920.0,21667307520.0,0.0,0.029,0.0,8.881,2.038,0.84,1.75,2.684,0.118,0.46,0.093,5774.471,0.0,0.537,2.734,1.752,0.731,0.536,2.684,0.064,0.0,0.0,0.0,24.43,4.794
1988,10872.0,21667307520.0,0.0,0.029,0.0,8.881,2.038,0.84,1.75,2.696,0.118,0.46,0.093,5806.108,0.0,0.537,2.734,1.752,0.731,0.536,2.696,0.064,0.0,0.0,0.0,24.43,4.794
1989,10798.0,21667307520.0,0.0,0.029,0.0,8.881,2.038,0.84,1.75,2.715,0.118,0.46,0.093,5841.641,0.0,0.537,2.734,1.752,0.731,0.536,2.715,0.064,0.0,0.0,0.0,24.43,4.794
1990,10700.0,21667307520.0,0.0,0.029,0.0,8.881,2.038,0.84,1.75,2.739,0.118,0.39,0.093,6940.406,0.0,0.537,2.734,1.752,0.731,0.536,2.739,0.075,0.0,0.0,0.0,24.43,4.794
1991,10464.0,21667307520.0,0.0,0.029,0.0,8.881,2.038,0.84,1.75,2.801,0.118,0.223,0.093,12398.994,0.0,0.537,2.734,1.752,0.731,0.536,2.801,0.131,0.0,0.0,0.0,24.43,4.794
1992,10013.0,21667307520.0,0.0,0.029,0.0,8.881,2.038,0.84,1.75,2.927,0.118,0.223,0.093,12996.938,0.0,0.537,2.734,1.752,0.731,0.536,2.927,0.132,0.0,0.0,0.0,24.43,4.794
1993,9454.0,21667307520.0,0.0,0.029,0.0,8.881,2.038,0.84,1.75,3.1,0.118,0.223,0.093,13722.97,0.0,0.537,2.734,1.752,0.731,0.536,3.1,0.131,0.0,0.0,0.0,24.43,4.794
1994,8867.0,21667307520.0,0.0,0.033,0.004,8.881,2.038,0.84,1.75,3.719,0.118,0.251,0.093,14622.862,0.0,0.537,2.734,1.752,0.731,0.536,3.719,0.131,0.0,0.0,0.0,24.43,4.794
1995,8257.0,21667307520.0,0.0,0.033,0.0,8.881,2.038,0.84,1.75,3.994,0.118,0.17,0.093,23150.402,0.0,0.537,2.734,1.752,0.731,0.536,3.994,0.194,0.0,0.0,0.0,24.43,4.794
1996,7626.0,21667307520.0,0.0,0.037,0.004,8.881,2.038,0.84,1.75,4.805,0.118,0.189,0.093,25094.129,0.0,0.537,2.734,1.752,0.731,0.536,4.805,0.194,0.0,0.0,0.0,24.43,4.794
1997,6979.0,21667307520.0,0.0,0.033,-0.004,8.881,2.038,0.84,1.75,4.725,0.118,0.17,0.093,27305.855,0.0,0.537,2.734,1.752,0.731,0.536,4.725,0.194,0.0,0.0,0.0,24.43,4.794
1998,6321.0,21667307520.0,0.0,0.029,-0.004,8.881,2.038,0.84,1.75,4.637,0.118,0.151,0.093,30093.725,0.0,0.537,2.734,1.752,0.731,0.536,4.637,0.194,0.0,0.0,0.0,24.43,4.794
1999,5685.0,21667307520.0,0.0,0.037,0.007,8.881,2.038,0.84,1.75,6.445,0.118,0.189,0.093,33446.98,0.0,0.537,2.734,1.752,0.731,0.536,6.445,0.194,0.0,0.0,0.0,24.43,4.794
2000,5053.0,21667307520.0,0.0,0.026,-0.011,8.881,2.038,0.84,1.75,5.076,0.118,0.221,0.093,22515.271,0.0,0.537,2.734,1.752,0.731,0.536,5.076,0.116,0.0,0.0,0.0,24.43,4.794
2001,4616.0,21667307520.0,0.0,0.026,0.0,8.881,2.038,0.84,1.75,5.556,0.118,0.221,0.093,24606.283,0.0,0.537,2.734,1.752,0.731,0.536,5.556,0.116,0.0,0.0,0.0,24.43,4.794
2002,4500.0,21667307520.0,0.0,0.048,0.022,8.881,2.038,0.84,1.75,10.585,0.118,0.284,0.093,36233.332,0.0,0.537,2.734,1.752,0.731,0.536,10.585,0.168,0.0,0.0,0.0,24.43,4.794
2003,4515.0,21667307520.0,0.0,0.037,-0.011,8.881,2.038,0.84,1.75,8.115,0.118,0.219,0.093,36038.613,0.0,0.537,2.734,1.752,0.731,0.536,8.115,0.168,0.0,0.0,0.0,24.43,4.794
2004,4541.0,21667307520.0,0.0,0.048,0.011,8.881,2.038,0.84,1.75,10.489,0.118,0.284,0.093,35807.695,0.0,0.537,2.734,1.752,0.731,0.536,10.489,0.168,0.0,0.0,0.0,24.43,4.794
2005,4574.0,21667307520.0,0.0,0.04,-0.007,8.881,2.038,0.84,1.75,8.812,0.118,0.24,0.093,35542.004,0.0,0.537,2.734,1.752,0.731,0.536,8.812,0.168,0.0,0.0,0.0,24.43,4.794
2006,4606.0,21667307520.0,0.0,0.04,0.0,8.881,2.038,0.84,1.75,8.75,0.118,0.24,0.093,35250.551,0.0,0.537,2.734,1.752,0.731,0.536,8.75,0.168,0.0,0.0,0.0,24.43,4.794
2007,4649.0,21667307520.0,0.0,0.04,0.0,8.881,2.038,0.84,1.75,8.669,0.118,0.216,0.093,38881.137,0.0,0.537,2.734,1.752,0.731,0.536,8.669,0.186,0.0,0.0,0.0,24.43,4.794
2008,4700.0,21667307520.0,0.0,0.048,0.007,8.881,2.038,0.84,1.75,10.134,0.118,0.199,0.093,49473.754,0.0,0.537,2.734,1.752,0.731,0.536,10.134,0.239,0.0,0.0,0.0,24.43,4.794
2009,4759.0,21667307520.0,0.0,0.044,-0.004,8.881,2.038,0.84,1.75,9.239,0.118,0.217,0.093,41319.547,0.0,0.537,2.734,1.752,0.731,0.536,9.239,0.202,0.0,0.0,0.0,24.43,4.794
2010,4819.0,21667307520.0,0.0,0.059,0.015,8.881,2.038,0.84,1.75,12.165,0.118,0.217,0.093,54497.844,0.0,0.537,2.734,1.752,0.731,0.536,12.165,0.27,0.0,0.0,0.0,24.43,4.794
2011,4846.0,21667307520.0,0.0,0.037,-0.022,8.881,2.038,0.84,1.75,7.561,0.118,0.196,0.093,37454.199,0.0,0.537,2.734,1.752,0.731,0.536,7.561,0.187,0.0,0.0,0.0,24.43,4.794
2012,4822.0,21667307520.0,0.0,0.04,0.004,8.881,2.038,0.84,1.75,8.358,0.118,0.222,0.093,36263.168,0.0,0.537,2.734,1.752,0.731,0.536,8.358,0.181,0.0,0.0,0.0,24.43,4.794
2013,4774.0,21667307520.0,0.0,0.048,0.007,8.881,2.038,0.84,1.75,9.977,0.118,0.209,0.093,45365.406,0.0,0.537,2.734,1.752,0.731,0.536,9.977,0.228,0.0,0.0,0.0,24.43,4.794
2014,4738.0,21667307520.0,0.0,0.048,0.0,8.881,2.038,0.84,1.75,10.053,0.118,0.223,0.093,42027.945,0.0,0.537,2.734,1.752,0.731,0.536,10.053,0.213,0.0,0.0,0.0,24.43,4.794
2015,4693.0,21667307520.0,0.0,0.055,0.007,8.881,2.038,0.84,1.75,11.711,0.118,0.229,0.093,47224.633,0.0,0.537,2.734,1.752,0.731,0.536,11.711,0.24,0.0,0.0,0.0,24.43,4.794
2016,4665.0,21667307520.0,0.0,0.029,-0.026,8.881,2.038,0.84,1.75,6.283,0.118,0.214,0.093,26808.178,0.0,0.537,2.734,1.752,0.731,0.536,6.283,0.137,0.0,0.0,0.0,24.43,4.794
2017,4624.0,21667307520.0,0.0,0.029,0.0,8.881,2.038,0.84,1.75,6.339,0.118,0.238,0.093,26044.17,0.0,0.537,2.734,1.752,0.731,0.536,6.339,0.123,0.0,0.0,0.0,24.43,4.794
2018,4595.0,21667307520.0,0.0,0.029,0.0,8.881,2.038,0.84,1.75,6.379,0.118,0.215,0.093,31185.535,0.0,0.537,2.734,1.752,0.731,0.536,6.379,0.137,0.0,0.0,0.0,24.43,4.794
2019,4564.0,21667307520.0,0.0,0.022,-0.007,8.881,2.038,0.84,1.75,4.817,0.118,0.161,0.093,30173.104,0.0,0.537,2.734,1.752,0.731,0.536,4.817,0.137,0.0,0.0,0.0,24.43,4.794
2020,4532.0,21667307520.0,0.0,0.022,0.0,8.881,2.038,0.84,1.75,4.851,0.118,0.191,0.093,25413.51,0.0,0.537,2.734,1.752,0.731,0.536,4.851,0.115,0.0,0.0,0.0,24.43,4.794
2021,4505.0,21667307520.0,0.0,0.022,0.0,8.881,2.038,0.84,1.75,4.88,0.118,0.18,0.093,27584.43,0.0,0.537,2.734,1.752,0.731,0.536,4.88,0.122,0.0,0.0,0.0,24.43,4.794
2022,4476.0,21667307520.0,0.0,0.021,-0.001,8.881,2.038,0.84,1.75,4.762,0.118,0.18,0.093,27584.43,0.0,0.537,2.734,1.752,0.731,0.536,4.762,0.122,0.0,0.0,0.0,24.43,4.794
2023,4440.0,21667307520.0,0.0,0.022,0.001,8.881,2.038,0.84,1.75,5.008,0.118,0.18,0.093,27584.43,0.0,0.537,2.734,1.752,0.731,0.536,5.008,0.122,0.0,0.0,0.0,24.43,4.794
1950,8935456.0,21667307520.0,0.018,2.56,1.473,8.881,2.038,0.84,1.75,0.286,0.118,0.24,0.093,1327.239,0.0,0.537,2.734,1.752,0.731,0.536,0.176,17.761,0.0,0.0,0.0,24.43,4.794
1951,9159293.0,22388535296.0,0.02,2.926,0.366,5.363,2.574,1.053,1.75,0.319,0.131,0.24,0.096,1327.239,0.0,0.578,2.91,2.254,0.742,0.519,0.203,17.761,0.0,0.0,0.0,26.655,5.294
1952,9394882.0,23128557568.0,0.023,3.563,0.637,4.334,2.971,1.207,1.75,0.379,0.154,0.24,0.106,1327.239,0.0,0.647,3.037,2.591,0.754,0.494,0.25,17.761,0.0,0.0,0.0,28.531,6.079
1953,9639571.0,23881492480.0,0.031,4.171,0.608,3.882,3.298,1.331,1.75,0.433,0.175,0.24,0.139,1327.239,0.0,0.714,3.116,2.865,0.771,0.463,0.262,17.761,0.0,0.001,0.0,30.036,6.886
1954,9893318.0,24674734080.0,0.033,3.584,-0.586,2.192,3.435,1.377,1.75,0.362,0.145,0.24,0.101,1327.239,0.0,0.64,3.032,3.073,0.77,0.428,0.227,17.761,0.0,0.001,0.0,29.997,6.333
1955,10158129.0,25487884288.0,0.035,3.555,-0.03,2.385,3.58,1.427,1.75,0.35,0.139,0.24,0.088,1327.239,0.0,0.631,2.994,3.23,0.777,0.393,0.225,17.761,0.0,0.001,0.0,30.409,6.405
1956,10434022.0,25647724544.0,0.03,3.519,-0.036,2.088,3.686,1.499,1.75,0.337,0.137,0.24,0.087,1327.239,0.0,0.624,2.95,3.348,0.786,0.359,0.219,17.761,0.0,0.001,0.0,30.776,6.506
1957,10720555.0,25812570112.0,0.023,3.054,-0.465,1.312,3.709,1.541,1.75,0.285,0.118,0.24,0.079,1327.239,0.0,0.575,2.854,3.425,0.792,0.329,0.182,17.761,0.0,0.001,0.0,30.595,6.16
